"recorte","agente","inicio_semana","ano_epi","semana_epi","casos"
"Médio Paraíba","vsr",2022-09-18,2022,38,0
"Médio Paraíba","vsr",2022-09-25,2022,39,0
"Médio Paraíba","vsr",2022-10-02,2022,40,0
"Médio Paraíba","vsr",2022-10-09,2022,41,0
"Médio Paraíba","vsr",2022-10-16,2022,42,0
"Médio Paraíba","vsr",2022-10-23,2022,43,0
"Médio Paraíba","vsr",2022-10-30,2022,44,0
"Médio Paraíba","vsr",2022-11-06,2022,45,0
"Médio Paraíba","vsr",2022-11-13,2022,46,0
"Médio Paraíba","vsr",2022-11-20,2022,47,0
"Médio Paraíba","vsr",2022-11-27,2022,48,0
"Médio Paraíba","vsr",2022-12-04,2022,49,0
"Médio Paraíba","vsr",2022-12-11,2022,50,0
"Médio Paraíba","vsr",2022-12-18,2022,51,0
"Médio Paraíba","vsr",2022-12-25,2022,52,0
"Médio Paraíba","vsr",2023-01-01,2023,1,0
"Médio Paraíba","vsr",2023-01-08,2023,2,0
"Médio Paraíba","vsr",2023-01-15,2023,3,0
"Médio Paraíba","vsr",2023-01-22,2023,4,0
"Médio Paraíba","vsr",2023-01-29,2023,5,0
"Médio Paraíba","vsr",2023-02-05,2023,6,0
"Médio Paraíba","vsr",2023-02-12,2023,7,0
"Médio Paraíba","vsr",2023-02-19,2023,8,1
"Médio Paraíba","vsr",2023-02-26,2023,9,1
"Médio Paraíba","vsr",2023-03-05,2023,10,0
"Médio Paraíba","vsr",2023-03-12,2023,11,2
"Médio Paraíba","vsr",2023-03-19,2023,12,1
"Médio Paraíba","vsr",2023-03-26,2023,13,0
"Médio Paraíba","vsr",2023-04-02,2023,14,1
"Médio Paraíba","vsr",2023-04-09,2023,15,2
"Médio Paraíba","vsr",2023-04-16,2023,16,2
"Médio Paraíba","vsr",2023-04-23,2023,17,1
"Médio Paraíba","vsr",2023-04-30,2023,18,1
"Médio Paraíba","vsr",2023-05-07,2023,19,0
"Médio Paraíba","vsr",2023-05-14,2023,20,1
"Médio Paraíba","vsr",2023-05-21,2023,21,3
"Médio Paraíba","vsr",2023-05-28,2023,22,0
"Médio Paraíba","vsr",2023-06-04,2023,23,1
"Médio Paraíba","vsr",2023-06-11,2023,24,0
"Médio Paraíba","vsr",2023-06-18,2023,25,0
"Médio Paraíba","vsr",2023-06-25,2023,26,0
"Médio Paraíba","vsr",2023-07-02,2023,27,0
"Médio Paraíba","vsr",2023-07-09,2023,28,0
"Médio Paraíba","vsr",2023-07-16,2023,29,1
"Médio Paraíba","vsr",2023-07-23,2023,30,0
"Médio Paraíba","vsr",2023-07-30,2023,31,0
"Médio Paraíba","vsr",2023-08-06,2023,32,0
"Médio Paraíba","vsr",2023-08-13,2023,33,0
"Médio Paraíba","vsr",2023-08-20,2023,34,0
"Médio Paraíba","vsr",2023-08-27,2023,35,0
"Médio Paraíba","vsr",2023-09-03,2023,36,0
"Médio Paraíba","vsr",2023-09-10,2023,37,0
"Médio Paraíba","vsr",2023-09-17,2023,38,0
"Médio Paraíba","vsr",2023-09-24,2023,39,0
"Médio Paraíba","vsr",2023-10-01,2023,40,0
"Médio Paraíba","vsr",2023-10-08,2023,41,0
"Médio Paraíba","vsr",2023-10-15,2023,42,0
"Médio Paraíba","vsr",2023-10-22,2023,43,0
"Médio Paraíba","vsr",2023-10-29,2023,44,0
"Médio Paraíba","vsr",2023-11-05,2023,45,1
"Médio Paraíba","vsr",2023-11-12,2023,46,0
"Médio Paraíba","vsr",2023-11-19,2023,47,0
"Médio Paraíba","vsr",2023-11-26,2023,48,0
"Médio Paraíba","vsr",2023-12-03,2023,49,0
"Médio Paraíba","vsr",2023-12-10,2023,50,0
"Médio Paraíba","vsr",2023-12-17,2023,51,0
"Médio Paraíba","vsr",2023-12-24,2023,52,0
"Médio Paraíba","vsr",2023-12-31,2024,1,0
"Médio Paraíba","vsr",2024-01-07,2024,2,0
"Médio Paraíba","vsr",2024-01-14,2024,3,0
"Médio Paraíba","vsr",2024-01-21,2024,4,0
"Médio Paraíba","vsr",2024-01-28,2024,5,0
"Médio Paraíba","vsr",2024-02-04,2024,6,0
"Médio Paraíba","vsr",2024-02-11,2024,7,0
"Médio Paraíba","vsr",2024-02-18,2024,8,0
"Médio Paraíba","vsr",2024-02-25,2024,9,1
"Médio Paraíba","vsr",2024-03-03,2024,10,0
"Médio Paraíba","vsr",2024-03-10,2024,11,1
"Médio Paraíba","vsr",2024-03-17,2024,12,2
"Médio Paraíba","vsr",2024-03-24,2024,13,1
"Médio Paraíba","vsr",2024-03-31,2024,14,4
"Médio Paraíba","vsr",2024-04-07,2024,15,2
"Médio Paraíba","vsr",2024-04-14,2024,16,3
"Médio Paraíba","vsr",2024-04-21,2024,17,3
"Médio Paraíba","vsr",2024-04-28,2024,18,5
"Médio Paraíba","vsr",2024-05-05,2024,19,3
"Médio Paraíba","vsr",2024-05-12,2024,20,3
"Médio Paraíba","vsr",2024-05-19,2024,21,3
"Médio Paraíba","vsr",2024-05-26,2024,22,3
"Médio Paraíba","vsr",2024-06-02,2024,23,5
"Médio Paraíba","vsr",2024-06-09,2024,24,9
"Médio Paraíba","vsr",2024-06-16,2024,25,7
"Médio Paraíba","vsr",2024-06-23,2024,26,4
"Médio Paraíba","vsr",2024-06-30,2024,27,3
"Médio Paraíba","vsr",2024-07-07,2024,28,2
"Médio Paraíba","vsr",2024-07-14,2024,29,3
"Médio Paraíba","vsr",2024-07-21,2024,30,2
"Médio Paraíba","vsr",2024-07-28,2024,31,2
"Médio Paraíba","vsr",2024-08-04,2024,32,1
"Médio Paraíba","vsr",2024-08-11,2024,33,0
"Médio Paraíba","vsr",2024-08-18,2024,34,0
"Médio Paraíba","vsr",2024-08-25,2024,35,0
"Médio Paraíba","vsr",2024-09-01,2024,36,0
"Médio Paraíba","vsr",2024-09-08,2024,37,0
"Médio Paraíba","vsr",2024-09-15,2024,38,2
"Médio Paraíba","vsr",2024-09-22,2024,39,0
"Médio Paraíba","vsr",2024-09-29,2024,40,0
"Médio Paraíba","vsr",2024-10-06,2024,41,0
"Médio Paraíba","vsr",2024-10-13,2024,42,0
"Médio Paraíba","vsr",2024-10-20,2024,43,0
"Médio Paraíba","vsr",2024-10-27,2024,44,0
"Médio Paraíba","vsr",2024-11-03,2024,45,0
"Médio Paraíba","vsr",2024-11-10,2024,46,0
"Médio Paraíba","vsr",2024-11-17,2024,47,0
"Médio Paraíba","vsr",2024-11-24,2024,48,0
"Médio Paraíba","vsr",2024-12-01,2024,49,1
"Médio Paraíba","vsr",2024-12-08,2024,50,1
"Médio Paraíba","vsr",2024-12-15,2024,51,1
"Médio Paraíba","vsr",2024-12-22,2024,52,0
"Médio Paraíba","vsr",2024-12-29,2025,1,0
"Médio Paraíba","vsr",2025-01-05,2025,2,0
"Médio Paraíba","vsr",2025-01-12,2025,3,0
"Médio Paraíba","vsr",2025-01-19,2025,4,0
"Médio Paraíba","vsr",2025-01-26,2025,5,0
"Médio Paraíba","vsr",2025-02-02,2025,6,0
"Médio Paraíba","vsr",2025-02-09,2025,7,0
"Médio Paraíba","vsr",2025-02-16,2025,8,0
"Médio Paraíba","vsr",2025-02-23,2025,9,0
"Médio Paraíba","vsr",2025-03-02,2025,10,1
"Médio Paraíba","vsr",2025-03-09,2025,11,1
"Médio Paraíba","vsr",2025-03-16,2025,12,2
"Médio Paraíba","vsr",2025-03-23,2025,13,2
"Médio Paraíba","vsr",2025-03-30,2025,14,0
"Médio Paraíba","vsr",2025-04-06,2025,15,2
"Médio Paraíba","vsr",2025-04-13,2025,16,4
"Médio Paraíba","vsr",2025-04-20,2025,17,4
"Médio Paraíba","vsr",2025-04-27,2025,18,8
"Médio Paraíba","vsr",2025-05-04,2025,19,9
"Médio Paraíba","vsr",2025-05-11,2025,20,8
"Médio Paraíba","vsr",2025-05-18,2025,21,15
"Médio Paraíba","vsr",2025-05-25,2025,22,14
"Médio Paraíba","vsr",2025-06-01,2025,23,18
"Médio Paraíba","vsr",2025-06-08,2025,24,13
"Médio Paraíba","vsr",2025-06-15,2025,25,17
"Médio Paraíba","vsr",2025-06-22,2025,26,15
"Médio Paraíba","vsr",2025-06-29,2025,27,6
"Médio Paraíba","vsr",2025-07-06,2025,28,3
"Médio Paraíba","vsr",2025-07-13,2025,29,8
"Médio Paraíba","vsr",2025-07-20,2025,30,2
"Médio Paraíba","vsr",2025-07-27,2025,31,0
"Médio Paraíba","vsr",2025-08-03,2025,32,0
"Médio Paraíba","vsr",2025-08-10,2025,33,1
"Médio Paraíba","vsr",2025-08-17,2025,34,2
"Médio Paraíba","vsr",2025-08-24,2025,35,1
"Médio Paraíba","vsr",2025-08-31,2025,36,0
"Médio Paraíba","vsr",2025-09-07,2025,37,0
"Médio Paraíba","vsr",2025-09-14,2025,38,0
"Médio Paraíba","vsr",2025-09-21,2025,39,0
"Médio Paraíba","vsr",2025-09-28,2025,40,0
"Médio Paraíba","vsr",2025-10-05,2025,41,0
"Médio Paraíba","vsr",2025-10-12,2025,42,0
"Médio Paraíba","vsr",2025-10-19,2025,43,0
"Médio Paraíba","vsr",2025-10-26,2025,44,0
"Médio Paraíba","vsr",2025-11-02,2025,45,1
"Médio Paraíba","vsr",2025-11-09,2025,46,0
"Médio Paraíba","vsr",2025-11-16,2025,47,0
"Médio Paraíba","vsr",2025-11-23,2025,48,0
"Médio Paraíba","vsr",2025-11-30,2025,49,0
"Médio Paraíba","vsr",2025-12-07,2025,50,0
"Médio Paraíba","vsr",2025-12-14,2025,51,0
"Médio Paraíba","vsr",2025-12-21,2025,52,0
"Médio Paraíba","vsr",2025-12-28,2025,53,0
"Metropolitana I","sarscov2",2022-01-02,2022,1,540
"Metropolitana I","sarscov2",2022-01-09,2022,2,1246
"Metropolitana I","sarscov2",2022-01-16,2022,3,1174
"Metropolitana I","sarscov2",2022-01-23,2022,4,751
"Metropolitana I","sarscov2",2022-01-30,2022,5,272
"Metropolitana I","sarscov2",2022-02-06,2022,6,118
"Metropolitana I","sarscov2",2022-02-13,2022,7,72
"Metropolitana I","sarscov2",2022-02-20,2022,8,53
"Metropolitana I","sarscov2",2022-02-27,2022,9,37
"Metropolitana I","sarscov2",2022-03-06,2022,10,29
"Metropolitana I","sarscov2",2022-03-13,2022,11,13
"Metropolitana I","sarscov2",2022-03-20,2022,12,24
"Metropolitana I","sarscov2",2022-03-27,2022,13,22
"Metropolitana I","sarscov2",2022-04-03,2022,14,19
"Metropolitana I","sarscov2",2022-04-10,2022,15,17
"Metropolitana I","sarscov2",2022-04-17,2022,16,18
"Metropolitana I","sarscov2",2022-04-24,2022,17,21
"Metropolitana I","sarscov2",2022-05-01,2022,18,29
"Metropolitana I","sarscov2",2022-05-08,2022,19,35
"Metropolitana I","sarscov2",2022-05-15,2022,20,68
"Metropolitana I","sarscov2",2022-05-22,2022,21,121
"Metropolitana I","sarscov2",2022-05-29,2022,22,205
"Metropolitana I","sarscov2",2022-06-05,2022,23,282
"Metropolitana I","sarscov2",2022-06-12,2022,24,317
"Metropolitana I","sarscov2",2022-06-19,2022,25,343
"Metropolitana I","sarscov2",2022-06-26,2022,26,266
"Metropolitana I","sarscov2",2022-07-03,2022,27,152
"Metropolitana I","sarscov2",2022-07-10,2022,28,111
"Metropolitana I","sarscov2",2022-07-17,2022,29,75
"Metropolitana I","sarscov2",2022-07-24,2022,30,35
"Metropolitana I","sarscov2",2022-07-31,2022,31,38
"Metropolitana I","sarscov2",2022-08-07,2022,32,28
"Metropolitana I","sarscov2",2022-08-14,2022,33,8
"Metropolitana I","sarscov2",2022-08-21,2022,34,16
"Metropolitana I","sarscov2",2022-08-28,2022,35,12
"Metropolitana I","sarscov2",2022-09-04,2022,36,9
"Metropolitana I","sarscov2",2022-09-11,2022,37,9
"Metropolitana I","sarscov2",2022-09-18,2022,38,14
"Metropolitana I","sarscov2",2022-09-25,2022,39,12
"Metropolitana I","sarscov2",2022-10-02,2022,40,10
"Metropolitana I","sarscov2",2022-10-09,2022,41,28
"Metropolitana I","sarscov2",2022-10-16,2022,42,29
"Metropolitana I","sarscov2",2022-10-23,2022,43,64
"Metropolitana I","sarscov2",2022-10-30,2022,44,157
"Metropolitana I","sarscov2",2022-11-06,2022,45,260
"Metropolitana I","sarscov2",2022-11-13,2022,46,315
"Metropolitana I","sarscov2",2022-11-20,2022,47,209
"Metropolitana I","sarscov2",2022-11-27,2022,48,130
"Metropolitana I","sarscov2",2022-12-04,2022,49,93
"Metropolitana I","sarscov2",2022-12-11,2022,50,44
"Metropolitana I","sarscov2",2022-12-18,2022,51,42
"Metropolitana I","sarscov2",2022-12-25,2022,52,49
"Metropolitana I","sarscov2",2023-01-01,2023,1,30
"Metropolitana I","sarscov2",2023-01-08,2023,2,29
"Metropolitana I","sarscov2",2023-01-15,2023,3,31
"Metropolitana I","sarscov2",2023-01-22,2023,4,16
"Metropolitana I","sarscov2",2023-01-29,2023,5,34
"Metropolitana I","sarscov2",2023-02-05,2023,6,49
"Metropolitana I","sarscov2",2023-02-12,2023,7,43
"Metropolitana I","sarscov2",2023-02-19,2023,8,80
"Metropolitana I","sarscov2",2023-02-26,2023,9,93
"Metropolitana I","sarscov2",2023-03-05,2023,10,91
"Metropolitana I","sarscov2",2023-03-12,2023,11,78
"Metropolitana I","sarscov2",2023-03-19,2023,12,63
"Metropolitana I","sarscov2",2023-03-26,2023,13,48
"Metropolitana I","sarscov2",2023-04-02,2023,14,36
"Metropolitana I","sarscov2",2023-04-09,2023,15,36
"Metropolitana I","sarscov2",2023-04-16,2023,16,25
"Metropolitana I","sarscov2",2023-04-23,2023,17,16
"Metropolitana I","sarscov2",2023-04-30,2023,18,14
"Metropolitana I","sarscov2",2023-05-07,2023,19,18
"Metropolitana I","sarscov2",2023-05-14,2023,20,20
"Metropolitana I","sarscov2",2023-05-21,2023,21,12
"Metropolitana I","sarscov2",2023-05-28,2023,22,14
"Metropolitana I","sarscov2",2023-06-04,2023,23,8
"Metropolitana I","sarscov2",2023-06-11,2023,24,20
"Metropolitana I","sarscov2",2023-06-18,2023,25,8
"Metropolitana I","sarscov2",2023-06-25,2023,26,12
"Metropolitana I","sarscov2",2023-07-02,2023,27,11
"Metropolitana I","sarscov2",2023-07-09,2023,28,7
"Metropolitana I","sarscov2",2023-07-16,2023,29,4
"Metropolitana I","sarscov2",2023-07-23,2023,30,12
"Metropolitana I","sarscov2",2023-07-30,2023,31,11
"Metropolitana I","sarscov2",2023-08-06,2023,32,13
"Metropolitana I","sarscov2",2023-08-13,2023,33,33
"Metropolitana I","sarscov2",2023-08-20,2023,34,28
"Metropolitana I","sarscov2",2023-08-27,2023,35,54
"Metropolitana I","sarscov2",2023-09-03,2023,36,79
"Metropolitana I","sarscov2",2023-09-10,2023,37,62
"Metropolitana I","sarscov2",2023-09-17,2023,38,77
"Metropolitana I","sarscov2",2023-09-24,2023,39,65
"Metropolitana I","sarscov2",2023-10-01,2023,40,76
"Metropolitana I","sarscov2",2023-10-08,2023,41,59
"Metropolitana I","sarscov2",2023-10-15,2023,42,37
"Metropolitana I","sarscov2",2023-10-22,2023,43,45
"Metropolitana I","sarscov2",2023-10-29,2023,44,28
"Metropolitana I","sarscov2",2023-11-05,2023,45,35
"Metropolitana I","sarscov2",2023-11-12,2023,46,25
"Metropolitana I","sarscov2",2023-11-19,2023,47,15
"Metropolitana I","sarscov2",2023-11-26,2023,48,16
"Metropolitana I","sarscov2",2023-12-03,2023,49,11
"Metropolitana I","sarscov2",2023-12-10,2023,50,8
"Metropolitana I","sarscov2",2023-12-17,2023,51,11
"Metropolitana I","sarscov2",2023-12-24,2023,52,13
"Metropolitana I","sarscov2",2023-12-31,2024,1,15
"Metropolitana I","sarscov2",2024-01-07,2024,2,15
"Metropolitana I","sarscov2",2024-01-14,2024,3,33
"Metropolitana I","sarscov2",2024-01-21,2024,4,28
"Metropolitana I","sarscov2",2024-01-28,2024,5,52
"Metropolitana I","sarscov2",2024-02-04,2024,6,86
"Metropolitana I","sarscov2",2024-02-11,2024,7,85
"Metropolitana I","sarscov2",2024-02-18,2024,8,79
"Metropolitana I","sarscov2",2024-02-25,2024,9,61
"Metropolitana I","sarscov2",2024-03-03,2024,10,31
"Metropolitana I","sarscov2",2024-03-10,2024,11,23
"Metropolitana I","sarscov2",2024-03-17,2024,12,11
"Metropolitana I","sarscov2",2024-03-24,2024,13,5
"Metropolitana I","sarscov2",2024-03-31,2024,14,10
"Metropolitana I","sarscov2",2024-04-07,2024,15,9
"Metropolitana I","sarscov2",2024-04-14,2024,16,5
"Metropolitana I","sarscov2",2024-04-21,2024,17,6
"Metropolitana I","sarscov2",2024-04-28,2024,18,4
"Metropolitana I","sarscov2",2024-05-05,2024,19,2
"Metropolitana I","sarscov2",2024-05-12,2024,20,2
"Metropolitana I","sarscov2",2024-05-19,2024,21,0
"Metropolitana I","sarscov2",2024-05-26,2024,22,4
"Metropolitana I","sarscov2",2024-06-02,2024,23,2
"Metropolitana I","sarscov2",2024-06-09,2024,24,5
"Metropolitana I","sarscov2",2024-06-16,2024,25,3
"Metropolitana I","sarscov2",2024-06-23,2024,26,0
"Metropolitana I","sarscov2",2024-06-30,2024,27,5
"Metropolitana I","sarscov2",2024-07-07,2024,28,6
"Metropolitana I","sarscov2",2024-07-14,2024,29,6
"Metropolitana I","sarscov2",2024-07-21,2024,30,11
"Metropolitana I","sarscov2",2024-07-28,2024,31,8
"Metropolitana I","sarscov2",2024-08-04,2024,32,8
"Metropolitana I","sarscov2",2024-08-11,2024,33,16
"Metropolitana I","sarscov2",2024-08-18,2024,34,12
"Metropolitana I","sarscov2",2024-08-25,2024,35,25
"Metropolitana I","sarscov2",2024-09-01,2024,36,15
"Metropolitana I","sarscov2",2024-09-08,2024,37,14
"Metropolitana I","sarscov2",2024-09-15,2024,38,15
"Metropolitana I","sarscov2",2024-09-22,2024,39,11
"Metropolitana I","sarscov2",2024-09-29,2024,40,16
"Metropolitana I","sarscov2",2024-10-06,2024,41,18
"Metropolitana I","sarscov2",2024-10-13,2024,42,19
"Metropolitana I","sarscov2",2024-10-20,2024,43,24
"Metropolitana I","sarscov2",2024-10-27,2024,44,23
"Metropolitana I","sarscov2",2024-11-03,2024,45,36
"Metropolitana I","sarscov2",2024-11-10,2024,46,35
"Metropolitana I","sarscov2",2024-11-17,2024,47,50
"Metropolitana I","sarscov2",2024-11-24,2024,48,39
"Metropolitana I","sarscov2",2024-12-01,2024,49,35
"Metropolitana I","sarscov2",2024-12-08,2024,50,19
"Metropolitana I","sarscov2",2024-12-15,2024,51,26
"Metropolitana I","sarscov2",2024-12-22,2024,52,19
"Metropolitana I","sarscov2",2024-12-29,2025,1,21
"Metropolitana I","sarscov2",2025-01-05,2025,2,12
"Metropolitana I","sarscov2",2025-01-12,2025,3,9
"Metropolitana I","sarscov2",2025-01-19,2025,4,10
"Metropolitana I","sarscov2",2025-01-26,2025,5,5
"Metropolitana I","sarscov2",2025-02-02,2025,6,5
"Metropolitana I","sarscov2",2025-02-09,2025,7,6
"Metropolitana I","sarscov2",2025-02-16,2025,8,8
"Metropolitana I","sarscov2",2025-02-23,2025,9,5
"Metropolitana I","sarscov2",2025-03-02,2025,10,0
"Metropolitana I","sarscov2",2025-03-09,2025,11,4
"Metropolitana I","sarscov2",2025-03-16,2025,12,3
"Metropolitana I","sarscov2",2025-03-23,2025,13,0
"Metropolitana I","sarscov2",2025-03-30,2025,14,7
"Metropolitana I","sarscov2",2025-04-06,2025,15,7
"Metropolitana I","sarscov2",2025-04-13,2025,16,5
"Metropolitana I","sarscov2",2025-04-20,2025,17,5
"Metropolitana I","sarscov2",2025-04-27,2025,18,10
"Metropolitana I","sarscov2",2025-05-04,2025,19,6
"Metropolitana I","sarscov2",2025-05-11,2025,20,4
"Metropolitana I","sarscov2",2025-05-18,2025,21,4
"Metropolitana I","sarscov2",2025-05-25,2025,22,11
"Metropolitana I","sarscov2",2025-06-01,2025,23,12
"Metropolitana I","sarscov2",2025-06-08,2025,24,24
"Metropolitana I","sarscov2",2025-06-15,2025,25,15
"Metropolitana I","sarscov2",2025-06-22,2025,26,19
"Metropolitana I","sarscov2",2025-06-29,2025,27,10
"Metropolitana I","sarscov2",2025-07-06,2025,28,11
"Metropolitana I","sarscov2",2025-07-13,2025,29,25
"Metropolitana I","sarscov2",2025-07-20,2025,30,37
"Metropolitana I","sarscov2",2025-07-27,2025,31,30
"Metropolitana I","sarscov2",2025-08-03,2025,32,30
"Metropolitana I","sarscov2",2025-08-10,2025,33,41
"Metropolitana I","sarscov2",2025-08-17,2025,34,28
"Metropolitana I","sarscov2",2025-08-24,2025,35,17
"Metropolitana I","sarscov2",2025-08-31,2025,36,10
"Metropolitana I","sarscov2",2025-09-07,2025,37,14
"Metropolitana I","sarscov2",2025-09-14,2025,38,11
"Metropolitana I","sarscov2",2025-09-21,2025,39,16
"Metropolitana I","sarscov2",2025-09-28,2025,40,4
"Metropolitana I","sarscov2",2025-10-05,2025,41,6
"Metropolitana I","sarscov2",2025-10-12,2025,42,3
"Metropolitana I","sarscov2",2025-10-19,2025,43,4
"Metropolitana I","sarscov2",2025-10-26,2025,44,1
"Metropolitana I","sarscov2",2025-11-02,2025,45,2
"Metropolitana I","sarscov2",2025-11-09,2025,46,2
"Metropolitana I","sarscov2",2025-11-16,2025,47,4
"Metropolitana I","sarscov2",2025-11-23,2025,48,1
"Metropolitana I","sarscov2",2025-11-30,2025,49,4
"Metropolitana I","sarscov2",2025-12-07,2025,50,2
"Metropolitana I","sarscov2",2025-12-14,2025,51,4
"Metropolitana I","sarscov2",2025-12-21,2025,52,3
"Metropolitana I","sarscov2",2025-12-28,2025,53,8
"Metropolitana I","influenza",2022-01-02,2022,1,28
"Metropolitana I","influenza",2022-01-09,2022,2,3
"Metropolitana I","influenza",2022-01-16,2022,3,2
"Metropolitana I","influenza",2022-01-23,2022,4,0
"Metropolitana I","influenza",2022-01-30,2022,5,1
"Metropolitana I","influenza",2022-02-06,2022,6,2
"Metropolitana I","influenza",2022-02-13,2022,7,3
"Metropolitana I","influenza",2022-02-20,2022,8,1
"Metropolitana I","influenza",2022-02-27,2022,9,1
"Metropolitana I","influenza",2022-03-06,2022,10,3
"Metropolitana I","influenza",2022-03-13,2022,11,1
"Metropolitana I","influenza",2022-03-20,2022,12,3
"Metropolitana I","influenza",2022-03-27,2022,13,7
"Metropolitana I","influenza",2022-04-03,2022,14,5
"Metropolitana I","influenza",2022-04-10,2022,15,3
"Metropolitana I","influenza",2022-04-17,2022,16,1
"Metropolitana I","influenza",2022-04-24,2022,17,0
"Metropolitana I","influenza",2022-05-01,2022,18,1
"Metropolitana I","influenza",2022-05-08,2022,19,1
"Metropolitana I","influenza",2022-05-15,2022,20,1
"Metropolitana I","influenza",2022-05-22,2022,21,5
"Metropolitana I","influenza",2022-05-29,2022,22,3
"Metropolitana I","influenza",2022-06-05,2022,23,0
"Metropolitana I","influenza",2022-06-12,2022,24,0
"Metropolitana I","influenza",2022-06-19,2022,25,3
"Metropolitana I","influenza",2022-06-26,2022,26,3
"Metropolitana I","influenza",2022-07-03,2022,27,1
"Metropolitana I","influenza",2022-07-10,2022,28,0
"Metropolitana I","influenza",2022-07-17,2022,29,0
"Metropolitana I","influenza",2022-07-24,2022,30,0
"Metropolitana I","influenza",2022-07-31,2022,31,1
"Metropolitana I","influenza",2022-08-07,2022,32,5
"Metropolitana I","influenza",2022-08-14,2022,33,0
"Metropolitana I","influenza",2022-08-21,2022,34,0
"Metropolitana I","influenza",2022-08-28,2022,35,1
"Metropolitana I","influenza",2022-09-04,2022,36,1
"Metropolitana I","influenza",2022-09-11,2022,37,0
"Metropolitana I","influenza",2022-09-18,2022,38,1
"Metropolitana I","influenza",2022-09-25,2022,39,2
"Metropolitana I","influenza",2022-10-02,2022,40,1
"Metropolitana I","influenza",2022-10-09,2022,41,0
"Metropolitana I","influenza",2022-10-16,2022,42,3
"Metropolitana I","influenza",2022-10-23,2022,43,4
"Metropolitana I","influenza",2022-10-30,2022,44,7
"Metropolitana I","influenza",2022-11-06,2022,45,2
"Metropolitana I","influenza",2022-11-13,2022,46,5
"Metropolitana I","influenza",2022-11-20,2022,47,2
"Metropolitana I","influenza",2022-11-27,2022,48,0
"Metropolitana I","influenza",2022-12-04,2022,49,1
"Metropolitana I","influenza",2022-12-11,2022,50,2
"Metropolitana I","influenza",2022-12-18,2022,51,2
"Metropolitana I","influenza",2022-12-25,2022,52,0
"Metropolitana I","influenza",2023-01-01,2023,1,1
"Metropolitana I","influenza",2023-01-08,2023,2,1
"Metropolitana I","influenza",2023-01-15,2023,3,0
"Metropolitana I","influenza",2023-01-22,2023,4,2
"Metropolitana I","influenza",2023-01-29,2023,5,0
"Metropolitana I","influenza",2023-02-05,2023,6,1
"Metropolitana I","influenza",2023-02-12,2023,7,0
"Metropolitana I","influenza",2023-02-19,2023,8,4
"Metropolitana I","influenza",2023-02-26,2023,9,2
"Metropolitana I","influenza",2023-03-05,2023,10,3
"Metropolitana I","influenza",2023-03-12,2023,11,7
"Metropolitana I","influenza",2023-03-19,2023,12,5
"Metropolitana I","influenza",2023-03-26,2023,13,3
"Metropolitana I","influenza",2023-04-02,2023,14,8
"Metropolitana I","influenza",2023-04-09,2023,15,7
"Metropolitana I","influenza",2023-04-16,2023,16,10
"Metropolitana I","influenza",2023-04-23,2023,17,25
"Metropolitana I","influenza",2023-04-30,2023,18,35
"Metropolitana I","influenza",2023-05-07,2023,19,24
"Metropolitana I","influenza",2023-05-14,2023,20,23
"Metropolitana I","influenza",2023-05-21,2023,21,20
"Metropolitana I","influenza",2023-05-28,2023,22,13
"Metropolitana I","influenza",2023-06-04,2023,23,13
"Metropolitana I","influenza",2023-06-11,2023,24,9
"Metropolitana I","influenza",2023-06-18,2023,25,3
"Metropolitana I","influenza",2023-06-25,2023,26,2
"Metropolitana I","influenza",2023-07-02,2023,27,8
"Metropolitana I","influenza",2023-07-09,2023,28,3
"Metropolitana I","influenza",2023-07-16,2023,29,4
"Metropolitana I","influenza",2023-07-23,2023,30,1
"Metropolitana I","influenza",2023-07-30,2023,31,4
"Metropolitana I","influenza",2023-08-06,2023,32,0
"Metropolitana I","influenza",2023-08-13,2023,33,2
"Metropolitana I","influenza",2023-08-20,2023,34,5
"Metropolitana I","influenza",2023-08-27,2023,35,0
"Metropolitana I","influenza",2023-09-03,2023,36,0
"Metropolitana I","influenza",2023-09-10,2023,37,3
"Metropolitana I","influenza",2023-09-17,2023,38,2
"Metropolitana I","influenza",2023-09-24,2023,39,1
"Metropolitana I","influenza",2023-10-01,2023,40,3
"Metropolitana I","influenza",2023-10-08,2023,41,2
"Metropolitana I","influenza",2023-10-15,2023,42,0
"Metropolitana I","influenza",2023-10-22,2023,43,2
"Metropolitana I","influenza",2023-10-29,2023,44,0
"Metropolitana I","influenza",2023-11-05,2023,45,1
"Metropolitana I","influenza",2023-11-12,2023,46,0
"Metropolitana I","influenza",2023-11-19,2023,47,2
"Metropolitana I","influenza",2023-11-26,2023,48,1
"Metropolitana I","influenza",2023-12-03,2023,49,0
"Metropolitana I","influenza",2023-12-10,2023,50,6
"Metropolitana I","influenza",2023-12-17,2023,51,8
"Metropolitana I","influenza",2023-12-24,2023,52,1
"Metropolitana I","influenza",2023-12-31,2024,1,4
"Metropolitana I","influenza",2024-01-07,2024,2,4
"Metropolitana I","influenza",2024-01-14,2024,3,9
"Metropolitana I","influenza",2024-01-21,2024,4,13
"Metropolitana I","influenza",2024-01-28,2024,5,11
"Metropolitana I","influenza",2024-02-04,2024,6,14
"Metropolitana I","influenza",2024-02-11,2024,7,20
"Metropolitana I","influenza",2024-02-18,2024,8,23
"Metropolitana I","influenza",2024-02-25,2024,9,31
"Metropolitana I","influenza",2024-03-03,2024,10,45
